OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseVolume,TakerBuyQuoteVolume
2026-02-18T13:00:00.000Z,67458.06000000,67599.70000000,67051.81000000,67236.88000000,549.44565000,2026-02-18T13:59:59.999Z,36995316.40172490,156706,288.60377000,19436152.35316590
2026-02-18T14:00:00.000Z,67236.89000000,67362.26000000,66717.30000000,67223.76000000,1553.71672000,2026-02-18T14:59:59.999Z,104276330.10840770,415141,811.57233000,54483778.23560130
2026-02-18T15:00:00.000Z,67223.77000000,68347.72000000,67192.25000000,67694.01000000,1767.46696000,2026-02-18T15:59:59.999Z,119790602.64557880,452220,963.06724000,65254401.04057680
2026-02-18T16:00:00.000Z,67694.01000000,67706.94000000,66994.23000000,67145.34000000,1029.31402000,2026-02-18T16:59:59.999Z,69182274.95225760,347519,529.17055000,35564992.70510640
2026-02-18T17:00:00.000Z,67145.35000000,67486.97000000,67057.13000000,67187.39000000,676.97648000,2026-02-18T17:59:59.999Z,45471383.81741140,221841,422.82147000,28397976.75866090
2026-02-18T18:00:00.000Z,67187.40000000,67229.76000000,66200.00000000,66359.99000000,1304.49131000,2026-02-18T18:59:59.999Z,86893863.67237970,337519,557.94187000,37162376.69680970
2026-02-18T19:00:00.000Z,66360.00000000,66619.00000000,65870.00000000,66177.14000000,1301.14212000,2026-02-18T19:59:59.999Z,86145711.79097130,399451,560.08076000,37104362.75461330
2026-02-18T20:00:00.000Z,66177.15000000,66550.00000000,66141.90000000,66268.39000000,682.91387000,2026-02-18T20:59:59.999Z,45289999.46128530,227539,350.55167000,23249010.83841710
2026-02-18T21:00:00.000Z,66268.40000000,66504.20000000,66053.60000000,66342.76000000,909.37392000,2026-02-18T21:59:59.999Z,60316585.37182230,143428,430.46357000,28548205.17332410
2026-02-18T22:00:00.000Z,66342.76000000,66477.70000000,66232.02000000,66408.82000000,352.09134000,2026-02-18T22:59:59.999Z,23364113.14231730,85916,208.20588000,13814890.70387340
2026-02-18T23:00:00.000Z,66408.83000000,66502.49000000,66275.71000000,66461.00000000,323.13660000,2026-02-18T23:59:59.999Z,21453174.62658470,94592,185.89182000,12341845.78885340
2026-02-19T00:00:00.000Z,66461.00000000,66597.03000000,66345.00000000,66446.49000000,297.42224000,2026-02-19T00:59:59.999Z,19768270.25708950,96766,170.61261000,11339932.90639410
2026-02-19T01:00:00.000Z,66446.49000000,66884.16000000,66446.48000000,66866.62000000,415.14671000,2026-02-19T01:59:59.999Z,27693425.96986780,120546,249.97778000,16673952.88040100
2026-02-19T02:00:00.000Z,66866.63000000,66958.90000000,66639.99000000,66835.20000000,362.58869000,2026-02-19T02:59:59.999Z,24221979.07638450,109716,178.55376000,11927292.02821240
2026-02-19T03:00:00.000Z,66835.20000000,66997.07000000,66727.27000000,66980.91000000,262.07528000,2026-02-19T03:59:59.999Z,17531802.12138180,84192,130.37981000,8722666.10184020
2026-02-19T04:00:00.000Z,66980.91000000,67070.56000000,66759.00000000,66802.75000000,389.01702000,2026-02-19T04:59:59.999Z,26030073.58665990,96372,210.35619000,14076278.48596380
2026-02-19T05:00:00.000Z,66802.74000000,66893.06000000,66679.76000000,66871.35000000,253.79395000,2026-02-19T05:59:59.999Z,16948445.68700050,107077,108.91988000,7274275.84987800
2026-02-19T06:00:00.000Z,66871.34000000,67290.40000000,66865.43000000,67150.12000000,468.59633000,2026-02-19T06:59:59.999Z,31435110.68066590,121623,216.50408000,14528145.52030520
2026-02-19T07:00:00.000Z,67150.12000000,67320.00000000,67028.70000000,67206.45000000,481.75258000,2026-02-19T07:59:59.999Z,32368777.84698350,115478,257.44479000,17297228.38806470
2026-02-19T08:00:00.000Z,67206.45000000,67206.45000000,66785.56000000,66966.12000000,559.76369000,2026-02-19T08:59:59.999Z,37500641.90846650,153588,214.64724000,14374468.96229490
2026-02-19T09:00:00.000Z,66966.12000000,67191.83000000,66754.23000000,66836.00000000,463.29328000,2026-02-19T09:59:59.999Z,31026826.67420940,150421,197.28653000,13215112.70861510
2026-02-19T10:00:00.000Z,66836.01000000,66958.40000000,66741.77000000,66843.08000000,368.25421000,2026-02-19T10:59:59.999Z,24621292.14448800,138468,178.41529000,11928186.71502000
2026-02-19T11:00:00.000Z,66843.08000000,66936.42000000,66478.02000000,66496.02000000,488.02461000,2026-02-19T11:59:59.999Z,32553190.91421740,123820,174.07619000,11611255.91882420
2026-02-19T12:00:00.000Z,66496.03000000,66680.70000000,66325.34000000,66516.67000000,484.41025000,2026-02-19T12:59:59.999Z,32229441.34763830,158343,264.96152000,17630606.68959980
2026-02-19T13:00:00.000Z,66516.67000000,66556.59000000,65763.00000000,65913.37000000,1377.50527000,2026-02-19T13:59:59.999Z,91076471.96924390,344861,621.78212000,41110616.23139040
2026-02-19T14:00:00.000Z,65913.38000000,66662.30000000,65631.83000000,66421.20000000,1506.37269000,2026-02-19T14:59:59.999Z,99640891.25509580,539424,759.20707000,50219788.88465360
2026-02-19T15:00:00.000Z,66421.20000000,66755.39000000,65966.00000000,66398.00000000,1083.30553000,2026-02-19T15:59:59.999Z,71830366.68700010,466811,576.39327000,38219092.82872840
2026-02-19T16:00:00.000Z,66398.01000000,66514.95000000,65899.25000000,66293.53000000,940.96239000,2026-02-19T16:59:59.999Z,62339504.69863200,348109,470.05324000,31136451.72578040
2026-02-19T17:00:00.000Z,66293.53000000,67049.99000000,66173.15000000,66369.42000000,899.04062000,2026-02-19T17:59:59.999Z,59887417.11610860,322744,461.23271000,30735147.80878940
2026-02-19T18:00:00.000Z,66369.42000000,67073.13000000,66228.49000000,67030.49000000,865.51701000,2026-02-19T18:59:59.999Z,57796080.42086110,305128,474.60913000,31691243.18508450
